hgnc_symbol	mim_morbid
BHLHE22	NA
BHLHE40	NA
BHLHE41	612975
BHMT	NA
BHMT2	NA
BICC1	601331
BICD1	NA
BICD2	615290
BICDL1	NA
BICDL2	NA
BID	NA
BIK	NA
BIN1	255200
BIN2	NA
BIN3	NA
BIRC2	NA
BIRC3	NA
BIRC5	NA
BIRC6	NA
BIRC7	NA
BIRC8	NA
BLCAP	NA
BLID	NA
BLK	613375
BLM	210900
BLMH	104300
BLNK	613502
BLOC1S1	NA
BLOC1S2	NA
BLOC1S3	614077
BLOC1S4	NA
BLOC1S5	NA
BLOC1S5-TXNDC5	NA
BLOC1S6	614171
BLVRA	614156
BLVRB	NA
BLZF1	NA
BMF	NA
BMI1	NA
BMP1	614856
BMP10	NA
BMP15	300510
BMP2	235200
BMP2	112600
BMP3	NA
BMP4	607932
BMP4	600625
BMP5	NA
BMP6	NA
BMP7	NA
BMP8A	NA
BMP8B	NA
BMPER	608022
BMPR1A	610069
BMPR1A	174900
BMPR1B	616849
BMPR1B	609441
BMPR1B	112600
BMPR2	265450
BMPR2	178600
BMS1	107600
BMS1P1	NA
BMX	NA
BNC1	NA
BNC2	NA
BNIP1	NA
BNIP2	NA
BNIP3	NA
BNIP3L	NA
BNIPL	NA
BOC	NA
BOD1	NA
BOD1L1	NA
BOD1L2	NA
BOK	NA
BOLA1	NA
BOLA2	NA
BOLA2B	NA
BOLA3	614299
BOLL	NA
BOP1	NA
BORA	NA
BORCS5	NA
BORCS6	NA
BORCS8	NA
BORCS8-MEF2B	NA
BPGM	222800
BPHL	NA
BPI	NA
BPIFA1	NA
BPIFA2	NA
BPIFA3	NA
BPIFB3	NA
BPIFB4	NA
BPIFC	NA
BPNT1	NA
BPTF	NA
BPY2	415000
BPY2B	NA
BPY2C	NA
BRAF	613706
BRAF	613707
BRAF	211980
BRAF	163950
BRAF	115150
BRAP	NA
BRAT1	614498
BRCA1	614320
BRCA1	604370
BRCA1	114480
BRCA2	613347
BRCA2	613029
BRCA2	612555
BRCA2	605724
BRCA2	194070
BRCA2	189960
BRCA2	176807
BRCA2	155255
BRCA2	114480
BRCC3	NA
BRD1	NA
BRD2	NA
BRD3	NA
BRD4	NA
BRD7	NA
BRD8	NA
BRD9	NA
BRDT	NA
BRE	NA
BRF1	NA
BRF2	NA
BRI3BP	NA
BRICD5	NA
BRINP1	NA
BRINP2	NA
BRINP3	NA
BRIP1	609054
BRIP1	189960
BRIP1	114480
BRIX1	NA
BRK1	NA
BRMS1	NA
BRMS1L	NA
BRPF1	NA
BRPF3	NA
BRS3	NA
BRSK1	NA
BRSK2	NA
BRWD1	NA
BSCL2	615924
BSCL2	600794
BSCL2	270685
BSCL2	269700
BSDC1	NA
BSG	111380
BSND	602522
BSPH1	NA
BSPRY	NA
BST1	NA
BST2	NA
BSX	NA
BTAF1	NA
BTBD1	NA
BTBD10	NA
BTBD16	NA
BTBD18	NA
BTBD19	NA
BTBD2	NA
BTBD3	NA
BTBD6	NA
BTBD8	NA
BTC	NA
BTD	253260
BTF3	NA
BTF3L4	NA
BTG1	NA
BTG2	NA
BTG3	NA
BTG4	NA
BTK	307200
BTK	300755
BTLA	NA
BTN2A2	NA
BTN3A1	NA
BTN3A2	NA
BTN3A3	NA
BTNL3	NA
BTNL8	NA
BTNL9	NA
BTRC	NA
BUB1	NA
BUB1B	257300
BUB1B	176430
BUB1B	114500
BUB3	NA
BUD13	NA
BUD31	NA
BVES	616812
BYSL	NA
BZW1	NA
BZW2	NA
C10orf10	NA
C10orf105	NA
C10orf107	NA
C10orf11	615179
C10orf113	NA
C10orf120	NA
C10orf126	NA
C10orf128	NA
C10orf35	NA
C10orf53	NA
C10orf54	NA
C10orf55	NA
C10orf62	NA
C10orf82	NA
C10orf88	NA
C10orf90	NA
C10orf99	NA
C11orf1	NA
C11orf16	NA
C11orf21	NA
C11orf24	NA
C11orf45	NA
C11orf49	NA
C11orf52	NA
C11orf53	NA
C11orf54	NA
C11orf57	NA
C11orf58	NA
C11orf63	NA
C11orf65	NA
C11orf68	NA
C11orf70	NA
C11orf71	NA
C11orf74	NA
C11orf84	NA
C11orf87	NA
C11orf88	NA
C11orf96	NA
C11orf98	NA
C12orf10	NA
C12orf29	NA
C12orf4	NA
C12orf40	NA
C12orf42	NA
C12orf43	NA
C12orf45	NA
C12orf49	NA
C12orf50	NA
C12orf54	NA
C12orf65	613559
C12orf73	NA
C12orf74	NA
C12orf75	NA
C12orf77	NA
C14orf1	NA
C14orf105	NA
C14orf119	NA
C14orf159	NA
C14orf166	NA
C14orf169	NA
C14orf177	NA
C14orf180	NA
C14orf2	NA
C14orf28	NA
C14orf37	NA
C14orf79	NA
C14orf80	NA
C14orf93	NA
C15orf32	NA
C15orf39	NA
C15orf48	NA
C15orf52	NA
C15orf57	NA
C15orf59	NA
C16orf45	NA
C16orf54	NA
C16orf58	NA
C16orf59	NA
C16orf70	NA
C16orf71	NA
C16orf72	NA
C16orf74	NA
C16orf78	NA
C16orf86	NA
C16orf87	NA
C16orf89	NA
C16orf90	NA
C16orf91	NA
C16orf92	NA
C16orf95	NA
C16orf96	NA
C16orf97	NA
C17orf102	NA
C17orf105	NA
C17orf107	NA
C17orf112	NA
C17orf47	NA
C17orf49	NA
C17orf53	NA
C17orf62	NA
C17orf67	NA
C17orf74	NA
C17orf75	NA
C17orf77	NA
C17orf78	NA
C17orf80	NA
C17orf82	NA
C17orf96	NA
C17orf97	NA
C18orf21	NA
C18orf25	NA
C18orf32	NA
C18orf54	NA
C18orf63	NA
C19orf12	615043
C19orf12	614298
C19orf18	NA
C19orf24	NA
C19orf25	NA
C19orf33	NA
C19orf35	NA
C19orf38	NA
C19orf43	NA
C19orf44	NA
C19orf47	NA
C19orf48	NA
C19orf53	NA
C19orf54	NA
C19orf57	NA
C19orf60	NA
C19orf66	NA
C19orf67	NA
C19orf68	NA
C19orf70	NA
C19orf73	NA
C1D	NA
C1GALT1	NA
C1GALT1C1	300622
C1orf100	NA
C1orf101	NA
C1orf105	NA
C1orf106	NA
C1orf109	NA
C1orf111	NA
C1orf112	NA
C1orf115	NA
C1orf116	NA
C1orf122	NA
C1orf123	NA
C1orf131	NA
C1orf146	NA
C1orf158	NA
C1orf159	NA
C1orf162	NA
C1orf168	NA
C1orf174	NA
C1orf185	NA
C1orf186	NA
C1orf189	NA
C1orf194	NA
C1orf195	NA
C1orf198	NA
C1orf204	NA
C1orf21	NA
C1orf210	NA
C1orf216	NA
C1orf226	NA
C1orf229	NA
C1orf234	NA
C1orf35	NA
C1orf43	NA
C1orf50	NA
C1orf52	NA
C1orf53	NA
C1orf54	NA
C1orf64	NA
C1orf68	NA
C1orf74	NA
C1orf87	NA
C1orf94	NA
C1QA	613652
C1QB	613652
C1QBP	NA
C1QC	613652
C1QL1	NA
C1QL2	NA
C1QTNF1	NA
C1QTNF2	NA
C1QTNF3	NA
C1QTNF5	605670
C1QTNF6	NA
C1QTNF7	NA
C1QTNF8	NA
C1QTNF9	NA
C1QTNF9B	NA
C1QTNF9B-AS1	NA
C1R	216950
C1RL	NA
C1S	613783
C2	615489
C2	217000
C20orf141	NA
C20orf144	NA
C20orf173	NA
C20orf194	NA
C20orf196	NA
C20orf202	NA
C20orf24	NA
C20orf27	NA
C20orf78	NA
C20orf85	NA
C21orf140	NA
C21orf2	NA
C21orf58	NA
C21orf59	615500
C21orf62	NA
C21orf91	NA
C22orf15	NA
C22orf23	NA
C22orf29	NA
C22orf31	NA
C22orf39	NA
C22orf42	NA
C22orf46	NA
C2CD3	615948
C2CD4B	NA
C2CD5	NA
C2orf15	NA
C2orf40	NA
C2orf42	NA
C2orf48	NA
C2orf49	NA
C2orf50	NA
C2orf54	NA
C2orf57	NA
C2orf68	NA
C2orf69	NA
C2orf73	NA
C2orf74	NA
C2orf78	NA
C2orf83	NA
C2orf88	NA
C3	613779
C3	612925
C3	611378
C3AR1	NA
C3orf18	NA
C3orf20	NA
C3orf22	NA
C3orf30	NA
C3orf33	NA
C3orf36	NA
C3orf38	NA
C3orf49	NA
C3orf52	NA
C3orf56	NA
C3orf62	NA
C3orf67	NA
C3orf70	NA
C3orf79	NA
C3orf84	NA
C4A	614380
C4A	614374
C4B	614379
C4BPA	NA
C4BPB	NA
C4B_2	NA
C4orf17	NA
C4orf19	NA
C4orf22	NA
C4orf26	614832
C4orf3	NA
C4orf33	NA
C4orf45	NA
C4orf46	NA
C4orf48	NA
C4orf50	NA
C4orf51	NA
C5	615749
C5	609536
C5AR1	NA
C5AR2	NA
C5orf15	NA
C5orf22	NA
C5orf24	NA
C5orf30	NA
C5orf34	NA
C5orf38	NA
C5orf42	614615
C5orf42	277170
C5orf42	213300
C5orf47	NA
C5orf49	NA
C5orf52	NA
C5orf56	NA
C5orf58	NA
C5orf60	NA
C6	NA
C6orf10	NA
C6orf106	NA
C6orf118	NA
C6orf132	NA
C6orf136	NA
C6orf141	NA
C6orf201	NA
C6orf203	NA
C6orf222	NA
C6orf226	NA
C6orf229	NA
C6orf25	NA
C6orf47	NA
C6orf48	NA
C7	610102
C7orf25	NA
C7orf26	NA
C7orf31	NA
C7orf33	NA
C7orf34	NA
C7orf43	NA
C7orf49	NA
C7orf50	NA
C7orf55-LUC7L2	NA
C7orf62	NA
C7orf65	NA
C7orf66	NA
C7orf69	NA
C7orf71	NA
C7orf73	NA
C8A	613790
C8B	613789
C8G	NA
C8orf22	NA
C8orf33	NA
C8orf34	NA
C8orf4	NA
C8orf44-SGK3	NA
C8orf48	NA
C8orf58	NA
C8orf59	NA
C8orf74	NA
C8orf76	NA
C8orf86	NA
C8orf88	NA
C8orf89	NA
C9	615591
C9	613825
C9orf106	NA
C9orf116	NA
C9orf129	NA
C9orf135	NA
C9orf142	NA
C9orf152	NA
C9orf16	NA
C9orf24	NA
C9orf3	NA
C9orf40	NA
C9orf43	NA
C9orf47	NA
C9orf50	NA
C9orf57	NA
C9orf69	NA
C9orf72	105550
C9orf78	NA
CA1	NA
CA12	143860
CA13	NA
CA14	NA
CA2	259730
CA3	NA
CA4	600852
CA5A	615751
CA5B	NA
CA6	NA
CA7	NA
CA8	613227
CA9	NA
CAAP1	NA
CAB39	NA
CAB39L	NA
CABIN1	NA
CABLES1	NA
CABLES2	NA
CABP1	NA
CABP2	614899
CABP4	610427
CABP5	NA
CABS1	NA
CABYR	NA
CACFD1	NA
CACHD1	NA
CACNA1A	617106
CACNA1A	183086
CACNA1A	141500
CACNA1A	108500
CACNA1B	614860
CACNA1C	NA
CACNA1D	615474
CACNA1D	614896
CACNA1E	NA
CACNA1F	300600
CACNA1F	300476
CACNA1F	300071
CACNA1G	616795
CACNA1H	617027
CACNA1H	611942
CACNA1I	NA
CACNA1S	601887
CACNA1S	188580
CACNA1S	170400
CACNA2D1	NA
CACNA2D2	NA
CACNA2D3	NA
CACNA2D4	610478
CACNB1	NA
CACNB2	611876
CACNB3	NA
CACNB4	NA
CACNG1	NA
CACNG2	614256
CACNG3	NA
CACNG4	NA
CACNG5	NA
CACNG6	NA
CACNG7	NA
CACNG8	NA
CACTIN	NA
CACUL1	NA
CACYBP	NA
CAD	616457
CADM1	NA
CADM2	NA
CADM3	NA
CADM4	NA
CADPS	NA
CADPS2	NA
CAGE1	NA
CALB1	NA
CALCA	NA
CALCB	NA
CALCOCO1	NA
CALCOCO2	NA
CALCR	166710
CALCRL	NA
CALD1	NA
CALHM1	NA
CALM1	616247
CALM1	614916
CALM2	616249
CALM3	NA
CALML3	NA
CALML4	NA
CALML5	NA
CALML6	NA
CALR	254450
CALR	187950
CALU	NA
CALY	NA
CAMK1	NA
CAMK1D	NA
CAMK1G	NA
CAMK2A	NA
CAMK2B	NA
CAMK2D	NA
CAMK2G	NA
CAMK2N1	NA
CAMK2N2	NA
CAMK4	NA
CAMKK1	NA
CAMKK2	NA
CAMKMT	NA
CAMKV	NA
CAMLG	NA
CAMP	NA
CAMSAP1	NA
CAMSAP2	NA
CAMSAP3	NA
CAMTA2	NA
CAND1	NA
CAND2	NA
CANT1	251450
CANX	NA
CAP1	NA
CAP2	NA
CAPG	NA
CAPN1	616907
CAPN10	601283
CAPN11	NA
CAPN12	NA
CAPN13	NA
CAPN14	NA
CAPN15	NA
CAPN2	NA
CAPN3	253600
CAPN5	NA
CAPN6	NA
CAPN7	NA
CAPN8	NA
CAPN9	NA
CAPNS1	NA
CAPNS2	NA
CAPRIN1	NA
CAPRIN2	NA
CAPS	NA
CAPS2	NA
CAPSL	NA
CAPZA1	NA
CAPZA2	NA
CAPZB	NA
CARD10	NA
CARD11	616452
CARD11	615206
CARD11	606445
CARD14	602723
CARD14	173200
CARD16	NA
CARD18	NA
CARD19	NA
CARD6	NA
CARD8	NA
CARD9	212050
CARF	NA
CARHSP1	NA
CARM1	NA
CARMIL1	NA
CARNMT1	NA
CARNS1	NA
CARS	NA
CARS2	616672
CARTPT	601665
CASC1	NA
CASC10	NA
CASC3	NA
CASC4	NA
CASK	300749
CASK	300422
CASKIN1	NA
CASKIN2	NA
CASP1	NA
CASP10	613659
CASP10	605027
CASP10	603909
CASP12	NA
CASP14	NA
CASP2	NA
CASP3	NA
CASP4	NA
CASP5	NA
CASP6	NA
CASP7	NA
CASP8	607271
CASP8	211980
CASP8	114550
CASP8	114480
CASP8AP2	NA
CASP9	NA
CASQ2	611938
CASQ2	604772
CASR	612899
CASR	601198
CASR	239200
CASR	145980
CASR	NA
CASS4	NA
CAST	NA
CASZ1	NA
CAT	614097
CATIP	NA
CATSPER1	612997
CATSPER2	612997
CATSPER2	611102
CATSPER3	NA
CATSPER4	NA
CATSPERB	NA
CATSPERD	NA
CATSPERG	NA
CAV1	615343
CAV1	612526
CAV1	606721
CAV2	NA
CAV3	614321
CAV3	611818
CAV3	607801
CAV3	606072
CAV3	192600
CAV3	123320
CBARP	NA
CBFA2T2	NA
CBFA2T3	NA
CBFB	NA
CBL	613563
CBL	607785
CBLB	NA
CBLC	NA
CBLL1	NA
CBLN3	NA
CBLN4	NA
CBR1	NA
CBR3	NA
CBR4	NA
CBS	236200
CBSL	NA
CBWD1	NA
CBWD2	NA
CBWD3	NA
CBWD5	NA
CBWD7	NA
CBX1	NA
CBX2	613080
CBX3	NA
CBX4	NA
CBX5	NA
CBX6	NA
CBX7	NA
CBX8	NA
CBY1	NA
CC2D1A	608443
CC2D1B	NA
CC2D2A	612285
CC2D2A	612284
CC2D2A	216360
CC2D2B	NA
CCAR1	NA
CCAR2	NA
CCBE1	235510
CCDC102B	NA
CCDC103	NA
CCDC105	NA
CCDC106	NA
CCDC107	NA
CCDC110	NA
CCDC112	NA
CCDC113	NA
CCDC114	615067
CCDC115	616828
CCDC116	NA
CCDC117	NA
CCDC12	NA
CCDC120	NA
CCDC121	NA
CCDC124	NA
CCDC127	NA
CCDC130	NA
CCDC134	NA
CCDC136	NA
CCDC137	NA
CCDC138	NA
CCDC14	NA
CCDC140	NA
CCDC141	NA
CCDC144NL	NA
CCDC146	NA
CCDC148	NA
CCDC149	NA
CCDC15	NA
CCDC150	NA
CCDC151	616037
CCDC153	NA
CCDC155	NA
CCDC158	NA
CCDC159	NA
CCDC166	NA
CCDC167	NA
CCDC168	NA
CCDC17	NA
CCDC170	NA
CCDC172	NA
CCDC174	616816
CCDC175	NA
CCDC177	NA
CCDC178	NA
CCDC179	NA
CCDC18	NA
CCDC181	NA
CCDC182	NA
CCDC184	NA
CCDC185	NA
CCDC186	NA
CCDC190	NA
CCDC22	300963
CCDC24	NA
CCDC25	NA
CCDC26	NA
CCDC27	NA
CCDC28A	NA
CCDC28B	209900
CCDC3	NA
CCDC30	NA
CCDC33	NA
CCDC34	NA
CCDC36	NA
CCDC39	613807
CCDC40	613808
CCDC42	NA
CCDC43	NA
CCDC47	NA
CCDC50	607453
CCDC51	NA
CCDC53	NA
CCDC54	NA
CCDC57	NA
CCDC58	NA
CCDC59	NA
CCDC6	188550
CCDC60	NA
CCDC63	NA
CCDC66	NA
CCDC68	NA
CCDC69	NA
CCDC7	NA
CCDC70	NA
CCDC74A	NA
CCDC74B	NA
CCDC77	NA
CCDC8	614205
CCDC80	NA
CCDC83	NA
CCDC85A	NA
CCDC85B	NA
CCDC85C	NA
CCDC86	NA
CCDC87	NA
CCDC88A	260565
CCDC88B	NA
CCDC88C	616053
CCDC88C	236600
CCDC89	NA
CCDC9	NA
CCDC90B	NA
CCDC91	NA
CCDC92	NA
CCDC93	NA
CCDC94	NA
CCDC97	NA
CCER1	NA
CCHCR1	NA
CCIN	NA
CCK	NA
CCKAR	NA
CCKBR	NA
CCL1	NA
CCL11	609423
CCL11	600807
CCL13	NA
CCL14	NA
CCL15	NA
CCL16	NA
CCL17	NA
CCL18	NA
CCL19	NA
CCL2	609423
CCL2	607948
CCL2	182940
CCL20	NA
CCL21	NA
CCL22	NA
CCL23	NA
CCL24	NA
CCL25	NA
CCL26	NA
CCL27	NA
CCL28	NA
CCL3	609423
CCL3L1	NA
CCL3L3	609423
CCL4	NA
CCL4L2	NA
CCL5	NA
CCL7	NA
CCL8	NA
CCM2	603284
CCM2L	NA
CCNA1	NA
CCNA2	NA
CCNB1	NA
CCNB1IP1	NA
CCNB2	NA
CCNB3	NA
CCNC	NA
CCND1	254500
CCND1	193300
CCND2	615938
CCND3	NA
CCNDBP1	NA
CCNE1	NA
CCNE2	NA
CCNF	NA
CCNG1	NA
CCNG2	NA
CCNH	NA
CCNI	NA
CCNJ	NA
CCNJL	NA
CCNK	NA
CCNL1	NA
CCNL2	NA
CCNO	615872
CCNT1	NA
CCNT2	NA
CCNY	NA
CCP110	NA
CCR1	NA
CCR10	NA
CCR2	NA
CCR3	NA
CCR4	NA
CCR5	612522
CCR5	610379
CCR5	609532
CCR6	NA
CCR7	NA
CCR8	NA
CCR9	NA
CCRL2	NA
CCS	NA
CCSAP	NA
CCSER1	NA
CCSER2	NA
CCT2	NA
CCT3	NA
CCT4	NA
CCT5	256840
CCT6A	NA
CCT6B	NA
CCT7	NA
CCT8	NA
CCT8L2	NA
CCZ1	NA
CCZ1B	NA
CD101	NA
CD109	NA
CD14	NA
CD151	609057
CD151	179620
CD160	NA
CD163	NA
CD164	616969
CD177	NA
CD180	NA
CD19	613493
CD19	240500
CD1A	NA
CD1B	NA
CD1C	NA
CD1D	NA
CD1E	NA
CD2	NA
CD200	NA
CD200R1	NA
CD207	613393
CD209	614371
CD209	609423
CD209	607948
CD22	NA
CD226	NA
CD24	NA
CD244	180300
CD247	610163
CD248	NA
CD27	615122
CD274	NA
CD276	NA
CD28	NA
CD2AP	607832
CD2BP2	NA
CD300A	NA
CD300C	NA
CD300E	NA
CD300LB	NA
CD300LD	NA
CD300LF	NA
CD300LG	NA
CD302	NA
CD320	613646
CD33	NA
CD34	NA
CD36	611162
CD36	610938
CD36	608404
CD37	NA
CD38	NA
CD3D	615617
CD3E	615615
CD3EAP	NA
CD3G	615607
CD4	613949
CD40	606843
CD40LG	308230
CD44	609027
CD46	612922
CD47	NA
CD48	NA
CD5	NA
CD52	NA
CD53	NA
CD55	613793
CD58	NA
CD59	612300
CD6	NA
CD63	NA
CD68	NA
CD69	NA
CD7	NA
CD70	NA
CD72	NA
CD74	NA
CD79A	613501
CD79B	612692
CD80	NA
CD81	613496
CD82	176807
CD83	NA
CD84	NA
CD86	NA
CD8A	608957
CD8B	NA
CD9	NA
CD93	NA
CD96	211750
CD99	NA
CD99L2	NA
CDA	NA
CDAN1	224120
CDC123	NA
CDC14A	616958
CDC14B	NA
CDC16	NA
CDC20	NA
CDC20B	NA
CDC23	NA
CDC25A	NA
CDC25B	NA
CDC25C	NA
CDC26	NA
CDC27	NA
CDC34	NA
CDC37	NA
CDC37L1	NA
CDC40	NA
CDC42	616737
CDC42BPA	NA
CDC42BPB	NA
CDC42BPG	NA
CDC42EP1	NA
CDC42EP2	NA
CDC42EP3	NA
CDC42EP4	NA
CDC42EP5	NA
CDC42SE1	NA
CDC42SE2	NA
CDC45	617063
CDC5L	NA
CDC6	613805
CDC7	NA
CDC73	608266
CDCA2	NA
CDCA3	NA
CDCA4	NA
CDCA5	NA
CDCA7	616910
CDCA7L	NA
CDCA8	NA
CDCP1	NA
CDH1	608089
CDH1	176807
CDH1	167000
CDH1	137215
CDH1	114480
CDH10	NA
CDH11	NA
CDH12	NA
CDH13	NA
CDH15	612580
CDH16	NA
CDH17	NA
CDH18	NA
CDH19	NA
CDH2	NA
CDH20	NA
CDH22	NA
CDH23	601386
CDH23	601067
CDH24	NA
CDH3	601553
CDH3	225280
CDH4	NA
CDH5	NA
CDH6	NA
CDH7	NA
CDH8	NA
CDH9	NA
CDHR1	613660
CDHR2	NA
CDHR5	NA
CDIP1	NA
CDIPT	NA
CDK1	NA
CDK10	NA
CDK11A	NA
CDK11B	NA
CDK12	NA
CDK13	NA
CDK14	NA
CDK16	NA
CDK17	NA
CDK18	NA
CDK19	NA
CDK2	NA
CDK20	NA
CDK2AP1	NA
CDK2AP2	NA
CDK4	609048
CDK5	616342
CDK5R1	NA
CDK5R2	NA
CDK5RAP1	NA
CDK5RAP2	604804
CDK5RAP3	NA
CDK6	616080
CDK7	NA
CDK8	NA
CDK9	613418
CDKAL1	125853
CDKL2	NA
CDKL3	NA
CDKL4	NA
CDKL5	300672
CDKN1A	NA
CDKN1B	610755
CDKN1C	614732
CDKN1C	130650
CDKN2A	606719
CDKN2A	155755
CDKN2A	155601
CDKN2AIP	NA
CDKN2AIPNL	NA
CDKN2B	NA
CDKN2B-AS1	NA
CDKN2C	NA
CDKN2D	NA
CDKN3	NA
CDNF	NA
CDO1	NA
CDON	614226
CDPF1	NA
CDR1	NA
CDR2	NA
CDR2L	NA
CDRT1	NA
CDRT15L2	NA
CDRT4	NA
CDS1	NA
CDS2	NA
CDSN	270300
CDSN	146520
CDT1	613804
CDV3	NA
CDX1	NA
CDX2	NA
CDX4	NA
CDY1	415000
CDY1B	NA
CDY2A	415000
CDY2B	NA
CDYL	NA
CDYL2	NA
CEACAM1	NA
CEACAM18	NA
CEACAM21	NA
CEACAM4	NA
CEACAM5	NA
CEACAM6	NA
CEACAM7	NA
CEACAM8	NA
CEBPA	601626
CEBPB	NA
CEBPD	NA
CEBPE	245480
CEBPG	NA
CEBPZ	NA
CECR1	615688
CECR1	182410
CECR2	NA
CECR5	NA
CEL	609812
CELA2A	NA
CELA2B	NA
CELA3A	NA
CELA3B	NA
CELF1	NA
CELF2	NA
CELF3	NA
CELF4	NA
CELF6	NA
CELSR1	NA
CELSR2	NA
CELSR3	NA
CEMIP	NA
CEND1	NA
CENPA	NA
CENPB	NA
CENPBD1P1	NA
CENPC	NA
CENPE	616051
CENPF	243605
CENPH	NA
CENPI	NA
CENPJ	613676
CENPJ	608393
CENPK	NA
CENPL	NA
CENPM	NA
CENPN	NA
CENPO	NA
CENPP	NA
CENPQ	NA
CENPS	NA
CENPT	NA
CENPU	NA
CENPV	NA
CENPW	NA
CENPX	NA
CEP112	NA
CEP120	616300
CEP126	NA
CEP128	NA
CEP131	NA
CEP135	614673
CEP152	614852
CEP152	613823
CEP162	NA
CEP164	614845
CEP170	NA
CEP170B	NA
CEP170P1	NA
CEP19	615703
CEP192	NA
CEP250	NA
CEP290	615991
CEP290	611755
CEP290	611134
CEP290	610189
CEP290	610188
CEP295	NA
CEP350	NA
CEP41	614464
CEP41	213300
CEP44	NA
CEP55	NA
CEP57	614114
CEP57L1	NA
CEP63	NA
CEP68	NA
CEP70	NA
CEP72	NA
CEP76	NA
CEP78	NA
CEP83	615862
CEP85	NA
CEP85L	NA
CEP89	NA
CEP95	NA
CEP97	NA
CEPT1	NA
CER1	NA
CERCAM	NA
CERK	NA
CERKL	608380
CERS1	616230
CERS1	613854
CERS1	217095
CERS1	208530
CERS1	187500
CERS2	NA
CERS3	NA
CERS4	NA
CERS5	NA
CERS6	NA
CES1	NA
CES2	NA
CETN1	NA
CETN2	NA
CETN3	NA
CETP	143470
CFAP100	NA
CFAP126	NA
CFAP20	NA
CFAP206	NA
CFAP221	NA
CFAP36	NA
CFAP43	NA
CFAP53	614779
CFAP58	NA
CFAP65	NA
CFAP69	NA
CFAP74	NA
CFAP77	NA
CFAP99	NA
CFB	615561
CFB	615489
CFB	612924
CFC1	605376
CFC1	217095
CFC1B	NA
CFD	613912
CFDP1	NA
CFH	610698
CFH	609814
CFH	235400
CFH	126700
CFHR1	603075
CFHR1	235400
CFHR2	NA
CFHR3	603075
CFHR3	235400
CFHR4	NA
CFHR5	614809
CFI	615439
CFI	612923
CFI	610984
CFL1	NA
CFL2	610687
CFLAR	NA
CFP	312060
CFTR	277180
CFTR	219700
CFTR	211400
CFTR	167800
CGA	NA
CGB1	NA
CGB2	NA
CGB3	NA
CGB5	NA
CGB7	NA
CGB8	NA
CGGBP1	NA
CGN	NA
CGNL1	NA
CGRRF1	NA
CH25H	NA
CHAC1	NA
CHAC2	NA
CHAD	NA
CHADL	NA
CHAF1A	NA
CHAF1B	NA
CHAMP1	616579
CHAT	254210
CHCHD1	NA
CHCHD10	616209
CHCHD10	615911
CHCHD10	615048
CHCHD2	616710
CHCHD3	NA
CHCHD4	NA
CHCHD5	NA
CHCHD6	NA
CHCHD7	NA
CHD1	NA
CHD1L	NA
CHD2	615369
CHD3	NA
CHD4	NA
CHD6	NA
CHD7	612370
CHD7	214800
CHD7	189960
CHD8	615032
CHD9	NA
CHDH	NA
CHEK1	NA
CHEK2	609265
CHEK2	259500
CHEK2	176807
CHEK2	114480
CHERP	NA
CHFR	NA
CHGA	NA
CHGB	NA
CHI3L1	611960
CHI3L1	181500
CHI3L2	NA
CHIA	NA
CHIC1	NA
CHIC2	NA
CHID1	NA
CHIT1	614122
CHKA	NA
CHKB	602541
CHL1	NA
CHM	303100
CHML	NA
CHMP1A	614961
CHMP1B	NA
CHMP2A	NA
CHMP2B	614696
CHMP2B	600795
CHMP3	NA
CHMP4A	NA
CHMP4B	605387
CHMP4C	NA
CHMP5	NA
CHMP6	NA
CHMP7	NA
CHN1	604356
CHN2	NA
CHODL	NA
CHORDC1	NA
CHP1	NA
CHP2	NA
CHPF	NA
CHPF2	NA
CHPT1	NA
CHRAC1	NA
CHRD	NA
CHRDL1	NA
CHRDL2	NA
CHRFAM7A	NA
CHRM1	NA
CHRM2	NA
CHRM3	100100
CHRM4	NA
CHRM5	NA
CHRNA1	608930
CHRNA1	601462
CHRNA1	253290
CHRNA2	610353
CHRNA3	612052
CHRNA4	600513
CHRNA4	188890
CHRNA5	612052
CHRNA6	NA
CHRNA7	612001
CHRNA9	NA
CHRNB1	616314
CHRNB1	616313
CHRNB2	605375
CHRNB3	NA
CHRNB4	NA
CHRND	616323
CHRND	616322
CHRND	616321
CHRND	253290
CHRNE	616324
CHRNE	608931
CHRNE	605809
CHRNG	265000
CHRNG	253290
CHST1	NA
CHST10	NA
CHST11	NA
CHST12	NA
CHST13	NA
CHST14	601776
CHST15	NA
CHST2	NA
CHST3	245600
CHST3	143095
CHST4	NA
CHST5	NA
CHST6	217800
CHST7	NA
CHST8	616265
CHST9	NA
CHSY1	605282
CHSY3	NA
CHTF18	NA
CHTF8	NA
CHTOP	NA
CHUK	613630
CHURC1	NA
CHURC1-FNTB	NA
CIAO1	NA
CIAPIN1	NA
CIART	NA
CIB1	NA
CIB3	NA
CIB4	NA
CIC	NA
CIDEA	NA
CIDEB	NA
CIDEC	615238
CIITA	209920
CIITA	180300
CILP	603932
CINP	NA
CIPC	NA
CIR1	NA
CIRBP	NA
CISD2	604928
CISH	614383
CISH	611162
CISH	607948
CIT	617090
CITED1	NA
CITED2	614433
CITED2	614431
CITED4	NA
CIZ1	NA
CKAP2	NA
CKAP2L	272440
CKAP4	NA
CKAP5	NA
CKB	NA
CKLF	NA
CKLF-CMTM1	NA
CKM	NA
CKMT1A	NA
